Sim_Index,Return_Code,Prop_0_Endpoint1,Prop_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Prop_0_Endpoint3,Prop_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
523,0,0.04,0.28,0.24,0.0733212111192934,3.27326835353989,0.000531557458579357,0.16,0.62,0.46,0.0975499871860576,4.71553111660219,1.205405221971E-06,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.00106311491715872,3.616215665914E-06,0.0325036560960434,0.0325036560960434,50,50,100,1,1,0,1,1,1,0,0,1
524,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,0.34,0.4,0.06,0.0965608616365865,0.6213697660012,0.267178180024746,0.0165770391489055,0.00854611370739934,0.267178180024746,0.267178180024746,50,50,100,1,1,0,1,1,1,0,0,1
525,0,0.18,0.28,0.1,0.0841665016500033,1.18812114130439,0.117392843136153,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.34,0.56,0.22,0.099498743710662,2.21108319357027,0.0135150382738862,0.117392843136154,0.0169538704594831,0.0270300765477725,0.117392843136154,50,50,100,0,1,0,1,1,1,0,0,1
526,0,0.08,0.32,0.24,0.08,3,0.0013498980316301,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.28,0.52,0.24,0.0979795897113271,2.44948974278318,0.00715293921771476,0.00404969409489031,0.00895240065151893,0.00895240065151893,0.00895240065151893,50,50,100,1,1,1,1,1,1,0,0,1
527,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.32,0.54,0.22,0.0990151503558925,2.22188219892864,0.0131456338585864,0.00895240065151893,0.00249254168697522,0.0131456338585864,0.0131456338585864,50,50,100,1,1,1,1,1,1,0,0,1
528,0,0.1,0.24,0.14,0.0751265598839718,1.86352203822751,0.0311944274351265,0.16,0.28,0.12,0.0828492607088319,1.4484136487558,0.0737506999513163,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.062388854870253,0.0737506999513164,0.00962944281215062,0.0737506999513164,50,50,100,0,0,1,1,1,1,0,0,1
529,0,0.12,0.34,0.22,0.0841665016500033,2.61386651086967,0.00447620032575946,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.32,0.46,0.14,0.0975499871860576,1.43516164418328,0.0756205203466458,0.0134286009772784,0.0134286009772784,0.0756205203466459,0.0756205203466459,50,50,100,1,1,0,1,1,1,0,0,1
530,0,0.08,0.24,0.16,0.0733212111192934,2.18217890235992,0.0145481658706261,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.36,0.56,0.2,0.0996794863550169,2.00643088476282,0.0224051479578348,0.0290963317412523,0.00962944281215062,0.0290963317412523,0.0290963317412523,50,50,100,0,1,0,1,1,1,0,0,1
531,0,0.12,0.26,0.14,0.0784601809837321,1.78434459677104,0.03718384387469,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.4,0.6,0.2,0.1,2,0.0227501319481792,0.0455002638963585,0.00962944281215062,0.0455002638963585,0.0455002638963585,50,50,100,0,1,0,1,1,1,0,0,1
532,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.28,0.28,0,0.0897997772825746,0,0.5,0.36,0.4,0.04,0.0970772887960928,0.412042821715165,0.340154018438732,0.00138064452725728,0.680308036877464,0.680308036877464,0.680308036877464,50,50,100,1,0,0,1,1,1,0,0,1
533,0,0.12,0.3,0.18,0.0814616474176652,2.20962877263106,0.0135654683700883,0.26,0.5,0.24,0.0970772887960928,2.47225693029099,0.00671314914666343,0.36,0.44,0.08,0.0979795897113271,0.816496580927726,0.207108089121263,0.0271309367401767,0.0201394474399903,0.207108089121263,0.207108089121263,50,50,100,0,1,0,1,1,1,0,0,1
534,0,0.08,0.24,0.16,0.0733212111192934,2.18217890235992,0.0145481658706261,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.28,0.34,0.06,0.0924986486387774,0.648658125096616,0.258279688239382,0.0290963317412523,0.000548949137216815,0.258279688239382,0.258279688239382,50,50,100,0,1,0,1,1,1,0,0,1
535,0,0.14,0.34,0.2,0.0854166260162505,2.34146452895423,0.00960412554850698,0.26,0.42,0.16,0.0947417542586161,1.688801323683,0.0456287550471818,0.3,0.54,0.24,0.0987117014340245,2.43132269541932,0.00752190466576574,0.0225657139972973,0.0456287550471818,0.0225657139972973,0.0456287550471818,50,50,100,1,0,1,1,1,1,0,0,1
536,0,0.04,0.34,0.3,0.0784601809837321,3.82359556450936,6.575979125889E-05,0.22,0.38,0.16,0.0916515138991168,1.74574312188794,0.0404277991850261,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.000197279373776671,0.0404277991850262,0.00641962854143375,0.0404277991850262,50,50,100,1,0,1,1,1,1,0,0,1
537,0,0,0.36,0.36,0.0768374908491942,4.68521285665818,1.398345653714E-06,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.28,0.54,0.26,0.0983666610188635,2.6431719579273,0.00410666553237349,4.195036961141E-06,0.00225022656808594,0.00410666553237349,0.00410666553237349,50,50,100,1,1,1,1,1,1,0,0,1
538,0,0.06,0.22,0.16,0.0693974062915899,2.30556167081694,0.0105675685337857,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.0153430815848734,0.0153430815848734,0.00403343376771126,0.0153430815848734,50,50,100,1,1,1,1,1,1,0,0,1
539,0,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.2,0.48,0.28,0.0947417542586161,2.95540231644524,0.00156130781584274,0.34,0.56,0.22,0.099498743710662,2.21108319357027,0.0135150382738862,0.00468392344752822,0.00468392344752822,0.0135150382738862,0.0135150382738862,50,50,100,1,1,1,1,1,1,0,0,1
540,0,0.04,0.28,0.24,0.0733212111192934,3.27326835353989,0.000531557458579357,0.2,0.52,0.32,0.096,3.33333333333333,0.000429060333196785,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,0.00128718099959036,0.00128718099959036,0.0278083309093121,0.0278083309093121,50,50,100,1,1,0,1,1,1,0,0,1
541,0,0.06,0.42,0.36,0.0854166260162505,4.21463615211762,1.2509059514554E-05,0.12,0.42,0.3,0.0887918915216925,3.37868689199743,0.000364164540955225,0.18,0.56,0.38,0.0965608616365865,3.93534185134093,4.1539178483374E-05,3.7527178543661E-05,0.000364164540955226,8.3078356966748E-05,0.000364164540955226,50,50,100,1,1,1,1,1,1,0,0,1
542,0,0.04,0.34,0.3,0.0784601809837321,3.82359556450936,6.575979125889E-05,0.22,0.52,0.3,0.0965608616365865,3.106848830006,0.000945465339144413,0.38,0.52,0.14,0.099498743710662,1.4070529413629,0.0797058453991977,0.000197279373776671,0.00189093067828883,0.0797058453991978,0.0797058453991978,50,50,100,1,1,0,1,1,1,0,0,1
543,0,0.08,0.3,0.22,0.0784601809837321,2.8039700806402,0.00252387944939281,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.28,0.44,0.16,0.096,1.66666666666667,0.0477903522728147,0.00757163834817843,0.0226193297383306,0.0477903522728148,0.0477903522728148,50,50,100,1,1,0,1,1,1,0,0,1
544,0,0,0.2,0.2,0.06,3.33333333333333,0.000429060333196785,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.32,0.32,0,0.0932952303175248,0,0.5,0.00128718099959036,0.011302580306322,0.500000000000001,0.500000000000001,50,50,100,1,1,0,1,1,1,0,0,1
545,0,0.1,0.2,0.1,0.0714142842854285,1.40028008402801,0.0807147311835417,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,0.44,0.52,0.08,0.0999199679743744,0.800640769025436,0.211669820791222,0.242144193550625,0.372998483613487,0.372998483613487,0.372998483613487,50,50,100,0,0,0,1,1,1,0,0,0
546,0,0.1,0.18,0.08,0.0693974062915899,1.15278083540847,0.12450017622605,0.14,0.4,0.26,0.0887918915216925,2.92819530639777,0.00170467905421468,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.12450017622605,0.00340935810842935,0.0033753398521289,0.12450017622605,50,50,100,0,1,1,1,1,1,0,0,1
547,0,0.2,0.26,0.06,0.0841665016500033,0.712872684782636,0.237962271578185,0.28,0.38,0.1,0.09404254356407,1.06334852514778,0.143811963482238,0.4,0.38,-0.02,0.0975499871860576,-0.205023092026183,0.581222958296008,0.475924543156371,0.431435890446715,0.581222958296008,0.581222958296008,50,50,100,0,0,0,1,1,1,0,0,0
548,0,0.1,0.22,0.12,0.0733212111192934,1.63663417676994,0.0508534650155467,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.28,0.5,0.22,0.0975499871860576,2.25525401228801,0.0120586947041532,0.0508534650155467,0.00962944281215062,0.0241173894083065,0.0508534650155467,50,50,100,0,1,1,1,1,1,0,0,1
549,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,0.0248655587233583,0.0248655587233583,0.0248655587233583,0.0248655587233583,50,50,100,1,1,1,1,1,1,0,0,1
550,0,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.22,0.32,0.1,0.0887918915216925,1.12622896399914,0.13003430835418,0.26,0.58,0.32,0.0987117014340245,3.24176359389243,0.000593962599598097,0.00376957206341766,0.13003430835418,0.00178188779879429,0.13003430835418,50,50,100,1,0,1,1,1,1,0,0,1
551,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.26,0.4,0.14,0.09404254356407,1.4886879352069,0.0682847817372672,0.0165770391489055,0.0132431414292279,0.0682847817372672,0.0682847817372672,50,50,100,1,1,0,1,1,1,0,0,1
552,0,0.1,0.24,0.14,0.0751265598839718,1.86352203822751,0.0311944274351265,0.14,0.48,0.34,0.0924986486387774,3.67572937554749,0.000118585418078743,0.3,0.46,0.16,0.0970772887960928,1.64817128686066,0.0496587635690655,0.062388854870253,0.000355756254236228,0.062388854870253,0.062388854870253,50,50,100,0,1,0,1,1,1,0,0,1
553,0,0.16,0.24,0.08,0.08,1,0.158655253931457,0.2,0.32,0.12,0.0877268487978452,1.36788225776266,0.0856744670960986,0.42,0.56,0.14,0.0999799979995999,1.40028008402801,0.0807147311835414,0.242144193550625,0.242144193550625,0.242144193550625,0.242144193550625,50,50,100,0,0,0,1,1,1,0,0,0
554,0,0.1,0.22,0.12,0.0733212111192934,1.63663417676994,0.0508534650155467,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,0.0508534650155467,0.00156790129103801,0.00569740913826622,0.0508534650155467,50,50,100,0,1,1,1,1,1,0,0,1
555,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.3,0.42,0.12,0.096,1.25,0.105649773666855,0.00138064452725728,0.0226193297383306,0.105649773666855,0.105649773666855,50,50,100,1,1,0,1,1,1,0,0,1
556,0,0.16,0.2,0.04,0.0768374908491942,0.520579206295354,0.301329968895108,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.38,0.48,0.1,0.0990151503558925,1.00994645405847,0.156260472357178,0.312520944714356,0.129521731475494,0.312520944714356,0.312520944714356,50,50,100,0,0,0,1,1,1,0,0,0
557,0,0.16,0.38,0.22,0.0887918915216925,2.47770372079812,0.00661154485112425,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,0.22,0.52,0.3,0.0965608616365865,3.106848830006,0.000945465339144413,0.0132230897022485,0.0236603571906882,0.00283639601743324,0.0236603571906882,50,50,100,1,1,1,1,1,1,0,0,1
558,0,0.1,0.42,0.32,0.0877268487978452,3.64768602070042,0.00013230636106154,0.18,0.34,0.16,0.0877268487978452,1.82384301035021,0.0340879047226217,0.24,0.48,0.24,0.096,2.5,0.00620966532577616,0.000396919083184622,0.0340879047226217,0.0124193306515523,0.0340879047226217,50,50,100,1,0,1,1,1,1,0,0,1
559,0,0.24,0.2,-0.04,0.0828492607088319,-0.482804549585267,0.685382739938677,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.36,0.42,0.06,0.0975499871860576,0.615069276078547,0.269254485608309,0.685382739938678,0.129521731475494,0.538508971216618,0.685382739938678,50,50,100,0,0,0,1,1,1,0,0,0
560,0,0.02,0.4,0.38,0.0814616474176652,4.66477185333224,1.544798157838E-06,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,0.24,0.6,0.36,0.0987117014340245,3.64698404312898,0.000132668197410424,4.634394473513E-06,0.000265336394820848,0.000265336394820848,0.000265336394820848,50,50,100,1,1,1,1,1,1,0,0,1
561,0,0.04,0.28,0.24,0.0733212111192934,3.27326835353989,0.000531557458579357,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.00159467237573807,0.00622355448672818,0.0295860339129297,0.0295860339129297,50,50,100,1,1,0,1,1,1,0,0,1
562,0,0.1,0.26,0.16,0.0768374908491942,2.08231682518141,0.0186567700367826,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.26,0.54,0.28,0.0979795897113271,2.85773803324704,0.00213336241108808,0.0373135400735652,0.0373135400735652,0.00640008723326425,0.0373135400735652,50,50,100,0,0,1,1,1,1,0,0,1
563,0,0.1,0.2,0.1,0.0714142842854285,1.40028008402801,0.0807147311835417,0.26,0.4,0.14,0.09404254356407,1.4886879352069,0.0682847817372672,0.3,0.46,0.16,0.0970772887960928,1.64817128686066,0.0496587635690655,0.148976290707197,0.148976290707197,0.148976290707197,0.148976290707197,50,50,100,0,0,0,1,1,1,0,0,0
564,0,0.1,0.18,0.08,0.0693974062915899,1.15278083540847,0.12450017622605,0.22,0.32,0.1,0.0887918915216925,1.12622896399914,0.13003430835418,0.28,0.46,0.18,0.0965608616365865,1.8641092980036,0.0311531785390504,0.2490003524521,0.2490003524521,0.0934595356171514,0.2490003524521,50,50,100,0,0,0,1,1,1,0,0,0
565,0,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.32,0.44,0.12,0.0970772887960928,1.23612846514549,0.108205407792621,0.36,0.56,0.2,0.0996794863550169,2.00643088476282,0.0224051479578348,0.0339289946074959,0.108205407792621,0.0448102959156696,0.108205407792621,50,50,100,0,0,0,1,1,1,0,0,0
566,0,0.06,0.22,0.16,0.0693974062915899,2.30556167081694,0.0105675685337857,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.0105675685337857,0.0088287609528186,0.00249254168697522,0.0105675685337857,50,50,100,1,1,1,1,1,1,0,0,1
567,0,0.12,0.2,0.08,0.0733212111192934,1.09108945117996,0.137616762037417,0.16,0.28,0.12,0.0828492607088319,1.4484136487558,0.0737506999513163,0.36,0.48,0.12,0.0987117014340245,1.21566134770966,0.112056977004428,0.224113954008856,0.221252099853949,0.224113954008856,0.224113954008856,50,50,100,0,0,0,1,1,1,0,0,0
568,0,0.02,0.4,0.38,0.0814616474176652,4.66477185333224,1.544798157838E-06,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.38,0.42,0.04,0.0979795897113271,0.408248290463863,0.341545699154804,4.634394473513E-06,0.0426407226400958,0.341545699154805,0.341545699154805,50,50,100,1,0,0,1,1,1,0,0,1
569,0,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.28,0.34,0.06,0.0924986486387774,0.648658125096616,0.258279688239382,0.34,0.52,0.18,0.0990151503558925,1.81790361730525,0.0345394326763626,0.105968809127202,0.258279688239382,0.103618298029088,0.258279688239382,50,50,100,0,0,0,1,1,1,0,0,0
570,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,0.2,0.54,0.34,0.0965608616365865,3.52109534067347,0.000214884032202822,0.0124193306515523,0.0173860848219683,0.000644652096608467,0.0173860848219683,50,50,100,1,1,1,1,1,1,0,0,1
571,0,0.06,0.24,0.18,0.0714142842854285,2.52050415125042,0.00585934279988432,0.06,0.36,0.3,0.0814616474176652,3.68271462105177,0.000115381722164409,0.16,0.46,0.3,0.0924986486387774,3.24329062548308,0.000590788092563188,0.00585934279988432,0.000346145166493228,0.00118157618512638,0.00585934279988432,50,50,100,1,1,1,1,1,1,0,0,1
572,0,0.08,0.26,0.18,0.0751265598839718,2.39595690629251,0.00828851957445276,0.36,0.3,-0.06,0.09404254356407,-0.63800911508867,0.738266126707352,0.32,0.48,0.16,0.0979795897113271,1.63299316185545,0.0512352174298747,0.0248655587233583,0.738266126707353,0.102470434859749,0.738266126707353,50,50,100,1,0,0,1,1,1,0,0,1
573,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.22,0.38,0.16,0.0916515138991168,1.74574312188794,0.0404277991850261,0.2,0.54,0.34,0.0965608616365865,3.52109534067347,0.000214884032202822,0.0124193306515523,0.0404277991850262,0.000644652096608467,0.0404277991850262,50,50,100,1,0,1,1,1,1,0,0,1
574,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.28,0.38,0.1,0.09404254356407,1.06334852514778,0.143811963482238,0.26,0.5,0.24,0.0970772887960928,2.47225693029099,0.00671314914666343,0.0103803878224336,0.143811963482238,0.0134262982933269,0.143811963482238,50,50,100,1,0,1,1,1,1,0,0,1
575,0,0.14,0.32,0.18,0.0841665016500033,2.13861805434791,0.0162333070504032,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.46,0.42,-0.04,0.0992773891679269,-0.402911482012691,0.656493327883318,0.0324666141008063,0.0132431414292279,0.656493327883318,0.656493327883318,50,50,100,0,1,0,1,1,1,0,0,1
576,0,0.06,0.3,0.24,0.0768374908491942,3.12347523777212,0.000893644518493608,0.14,0.38,0.24,0.0877268487978452,2.73576451552532,0.00311177724336409,0.28,0.58,0.3,0.0990151503558925,3.02983936217541,0.00122341920732705,0.00268093355548083,0.00311177724336409,0.00268093355548083,0.00311177724336409,50,50,100,1,1,1,1,1,1,0,0,1
577,0,0.14,0.22,0.08,0.0768374908491942,1.04115841259071,0.148901016647403,0.14,0.3,0.16,0.0828492607088319,1.93121819834107,0.0267280372053111,0.28,0.5,0.22,0.0975499871860576,2.25525401228801,0.0120586947041532,0.148901016647403,0.0534560744106223,0.0361760841124597,0.148901016647403,50,50,100,0,0,0,1,1,1,0,0,0
578,0,0.18,0.26,0.08,0.0828492607088319,0.965609099170535,0.167119910233157,0.2,0.38,0.18,0.0907524104363074,1.98341839224567,0.0236603571906882,0.4,0.4,0,0.0979795897113271,0,0.5,0.334239820466315,0.0709810715720645,0.500000000000001,0.500000000000001,50,50,100,0,0,0,1,1,1,0,0,0
579,0,0.14,0.34,0.2,0.0854166260162505,2.34146452895423,0.00960412554850698,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,0.4,0.52,0.12,0.0996794863550169,1.20385853085769,0.114322131170538,0.019208251097014,0.0033753398521289,0.114322131170539,0.114322131170539,50,50,100,1,1,0,1,1,1,0,0,1
580,0,0.06,0.32,0.26,0.0784601809837321,3.31378282257478,0.000460214842419093,0.2,0.44,0.24,0.0932952303175248,2.57247877713763,0.00504865732375359,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.00138064452725728,0.0100973146475072,0.0145481658706261,0.0145481658706261,50,50,100,1,1,1,1,1,1,0,0,1
581,0,0.12,0.36,0.24,0.0854166260162505,2.80975743474508,0.00247894254063541,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.3,0.44,0.14,0.0965608616365865,1.44986278733613,0.0735483931523607,0.00743682762190624,0.032054341430589,0.0735483931523608,0.0735483931523608,50,50,100,1,0,0,1,1,1,0,0,1
582,0,0.08,0.22,0.14,0.0714142842854285,1.96039211763921,0.0249749882273732,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.0499499764547465,0.00249254168697522,0.0499499764547465,0.0499499764547465,50,50,100,0,1,0,1,1,1,0,0,1
583,0,0.1,0.34,0.24,0.0828492607088319,2.89682729751161,0.00188478603170883,0.2,0.28,0.08,0.0854166260162505,0.936585811581694,0.174485826574871,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.00565435809512649,0.174485826574871,0.011302580306322,0.174485826574871,50,50,100,1,0,1,1,1,1,0,0,1
584,0,0.04,0.2,0.16,0.0649923072370877,2.46182981958665,0.00691151191018835,0.16,0.3,0.14,0.0841665016500033,1.66336959782615,0.0481192374557394,0.28,0.52,0.24,0.0979795897113271,2.44948974278318,0.00715293921771476,0.0207345357305651,0.0481192374557395,0.0207345357305651,0.0481192374557395,50,50,100,1,0,1,1,1,1,0,0,1
585,0,0.1,0.32,0.22,0.0814616474176652,2.7006573887713,0.00346012927414452,0.24,0.36,0.12,0.0916515138991168,1.30930734141595,0.0952151319127621,0.34,0.48,0.14,0.0983666610188635,1.42324643888393,0.0773323638790738,0.0103803878224336,0.154664727758148,0.154664727758148,0.154664727758148,50,50,100,1,0,0,1,1,1,0,0,1
586,0,0.06,0.34,0.28,0.08,3.5,0.00023262907903554,0.2,0.4,0.2,0.0916515138991168,2.18217890235992,0.0145481658706261,0.32,0.58,0.26,0.099498743710662,2.61309831967395,0.00448627429805881,0.000697887237106621,0.0145481658706261,0.00897254859611763,0.0145481658706261,50,50,100,1,1,1,1,1,1,0,0,1
587,0,0.04,0.38,0.34,0.0814616474176652,4.17374323719201,1.4981771740641E-05,0.14,0.42,0.28,0.0897997772825746,3.11804782231162,0.000910266304662621,0.26,0.5,0.24,0.0970772887960928,2.47225693029099,0.00671314914666343,4.4945315221923E-05,0.00182053260932524,0.00671314914666344,0.00671314914666344,50,50,100,1,1,1,1,1,1,0,0,1
588,0,0.08,0.36,0.28,0.0828492607088319,3.37963184709687,0.000362914920031154,0.26,0.44,0.18,0.0953939201416946,1.88691270609945,0.0295860339129297,0.36,0.58,0.22,0.0998198377077422,2.20397072417737,0.0137632015171794,0.00108874476009346,0.0295860339129297,0.0275264030343587,0.0295860339129297,50,50,100,1,0,0,1,1,1,0,0,1
589,0,0.14,0.3,0.16,0.0828492607088319,1.93121819834107,0.0267280372053111,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,0.32,0.52,0.2,0.0987117014340245,2.02610224618277,0.0213771539887607,0.0427543079775215,0.00403343376771126,0.0427543079775215,0.0427543079775215,50,50,100,0,1,0,1,1,1,0,0,1
590,0,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,0.2,0.5,0.3,0.0953939201416946,3.14485451016576,0.000830847228991738,0.4,0.54,0.14,0.0998198377077422,1.40252682447651,0.0803789930122711,0.0259354455873544,0.00249254168697522,0.0803789930122712,0.0803789930122712,50,50,100,0,1,0,1,1,1,0,0,1
591,0,0.14,0.24,0.1,0.0784601809837321,1.27453185483645,0.101237495362878,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,0.36,0.5,0.14,0.0990151503558925,1.41392503568186,0.0786919571105135,0.236075871331541,0.236075871331541,0.236075871331541,0.236075871331541,50,50,100,0,0,0,1,1,1,0,0,0
592,0,0.18,0.36,0.18,0.0887918915216925,2.02721213519846,0.0213203613200479,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,0.32,0.48,0.16,0.0979795897113271,1.63299316185545,0.0512352174298747,0.0639610839601437,0.102470434859749,0.102470434859749,0.102470434859749,50,50,100,0,0,0,1,1,1,0,0,0
593,0,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,0.28,0.46,0.18,0.0965608616365865,1.8641092980036,0.0311531785390504,0.3,0.56,0.26,0.0990151503558925,2.62586078055203,0.00432150800110165,0.0226193297383306,0.0311531785390505,0.012964524003305,0.0311531785390505,50,50,100,1,0,1,1,1,1,0,0,1
594,0,0.1,0.16,0.06,0.0672606868832009,0.892051550175079,0.186182651099013,0.26,0.3,0.04,0.0897997772825746,0.445435403187374,0.328002566095431,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,0.372365302198027,0.372365302198027,0.0834249927279364,0.372365302198027,50,50,100,0,0,0,1,1,1,0,0,0
595,0,0.16,0.28,0.12,0.0828492607088319,1.4484136487558,0.0737506999513163,0.22,0.54,0.32,0.0970772887960928,3.29634257372132,0.000489762470503474,0.4,0.6,0.2,0.1,2,0.0227501319481792,0.0737506999513164,0.00146928741151042,0.0455002638963585,0.0737506999513164,50,50,100,0,1,0,1,1,1,0,0,1
596,0,0.1,0.3,0.2,0.08,2.5,0.00620966532577616,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.3,0.6,0.3,0.099498743710662,3.01511344577764,0.00128441576351135,0.0124193306515523,0.0431739104918312,0.00385324729053405,0.0431739104918312,50,50,100,1,0,1,1,1,1,0,0,1
597,0,0.14,0.42,0.28,0.0897997772825746,3.11804782231162,0.000910266304662621,0.14,0.46,0.32,0.0916515138991168,3.49148624377588,0.00024017059999093,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,0.00182053260932524,0.00072051179997279,0.00320981427071687,0.00320981427071687,50,50,100,1,1,1,1,1,1,0,0,1
598,0,0.14,0.28,0.14,0.0814616474176652,1.71860015649083,0.0428436015851918,0.18,0.56,0.38,0.0965608616365865,3.93534185134093,4.1539178483374E-05,0.32,0.5,0.18,0.0983666610188635,1.82988827856505,0.0336333232676759,0.0672666465353518,0.000124617535450122,0.0672666465353518,0.0672666465353518,50,50,100,0,1,0,1,1,1,0,0,1
599,0,0.06,0.22,0.16,0.0693974062915899,2.30556167081694,0.0105675685337857,0.16,0.52,0.36,0.0947417542586161,3.79980297828674,7.2405585345714E-05,0.18,0.6,0.42,0.0975499871860576,4.30548493254983,8.331016596586E-06,0.0105675685337857,0.000144811170691428,2.4993049789757E-05,0.0105675685337857,50,50,100,1,1,1,1,1,1,0,0,1
