"SimID","LookID","Delta1","Delta2","Delta3","StdError1","StdError2","StdError3","TestStat1","TestStat2","TestStat3","RawPvalues1","RawPvalues2","RawPvalues3","RejStatus1","RejStatus2","RejStatus3"
319,1,0.359308622331426,0.248096544270835,0.298345209151233,0.236480259413266,0.224049954819691,0.22749950753116,1.51940218275686,1.10732691051197,1.31141035156029,0.0643306464436659,0.134076306791051,0.0948595817140976,FALSE,FALSE,FALSE
320,1,0.285107607910828,0.31589317915652,0.696085457407862,0.216514083937091,0.199462511904201,0.19534639516213,1.31680860074519,1.58372205453944,3.56333914854246,0.0939513945849954,0.0566284918409568,0.000183083551463792,FALSE,FALSE,TRUE
321,1,0.546788013583541,0.377640583042601,0.540830933336747,0.199494514101055,0.183462956166202,0.206970720826029,2.74086741706874,2.05840236598222,2.61307943064733,0.00306386141294268,0.0197757624070911,0.00448652226146085,TRUE,TRUE,TRUE
322,1,0.224053251638829,0.302218058075829,0.697972618848885,0.201494197568488,0.201005136302417,0.197432844849962,1.11195882731399,1.50353400731579,3.53524065045664,0.133077926673776,0.0663506971254835,0.000203701973547243,FALSE,FALSE,TRUE
323,1,0.0671215922856369,0.0146641375385974,0.234680082120957,0.204050235902651,0.217923071192695,0.200454045196151,0.328946408656246,0.0672904317029876,1.17074256042733,0.371098097713767,0.473175247009885,0.12085113610645,FALSE,FALSE,FALSE
324,1,0.175869543781511,0.319240986150441,0.380736175685639,0.206044681120236,0.209611502250592,0.218681144424093,0.853550515477192,1.52301272937201,1.74105626110713,0.196677043390794,0.0638777603816287,0.0408368585881917,FALSE,FALSE,FALSE
325,1,0.474996537266562,0.343299566036282,0.490865379940681,0.227694963548398,0.203084218055698,0.186597446237656,2.0861091078354,1.69042956327669,2.63061145711234,0.0184843704388865,0.0454729015875297,0.00426157083423506,FALSE,FALSE,TRUE
326,1,0.160099763591897,0.353726963446125,0.451805358936401,0.194639652730732,0.185783799549466,0.204237469080554,0.822544437095673,1.90397098295938,2.21215705898805,0.205383553359201,0.0284569816898262,0.0134779073622597,FALSE,FALSE,FALSE
327,1,0.204935011926541,0.293255360781526,0.37360027186845,0.193081757577422,0.192540629843427,0.200472596482017,1.06138982003189,1.52308300341596,1.86359771073231,0.144256390670972,0.0638689702773261,0.0311891096938223,FALSE,FALSE,FALSE
328,1,0.091111066753104,0.460628053824809,0.52518645522044,0.206933625755046,0.200900985388556,0.201704063372457,0.440291259676449,2.29281132162653,2.60374752218381,0.329863085131667,0.0109294349638985,0.00461053284562618,FALSE,TRUE,TRUE
329,1,0.367611415399337,0.130080654145591,0.381675385582609,0.215788048769749,0.221569126702583,0.217456101452889,1.7035763449142,0.587088355139844,1.75518361192223,0.0442301319376929,0.278572183981729,0.0396139530697766,FALSE,FALSE,FALSE
330,1,0.262795792235671,0.182293243860388,0.714914726520745,0.211505237402769,0.193576931093438,0.208959393082904,1.24250252836637,0.941709545815647,3.42130935572302,0.107025604104953,0.173170683223294,0.000311602001494715,FALSE,FALSE,TRUE
331,1,0.46713092872492,0.675769849982508,0.575887104759425,0.183563907864571,0.191713278915908,0.190830336707547,2.54478635892605,3.52489850366037,3.01779640855525,0.00546723074684941,0.000211822538142559,0.00127309950261145,TRUE,TRUE,TRUE
332,1,0.0268146166431305,0.153066732248973,-0.0905872661662516,0.188734396260147,0.204788366994831,0.201059137064454,0.142075939386109,0.747438609405173,-0.45055035791391,0.44351001147707,0.22739942347295,0.673843174000749,FALSE,FALSE,FALSE
333,1,0.0419643184878662,0.361718497560713,0.250239285586688,0.21140139309623,0.195100464990316,0.181717257658036,0.198505401848341,1.85401145803864,1.37708046451812,0.421324829391636,0.0318687603777963,0.0842436859002335,FALSE,FALSE,FALSE
334,1,0.358816593098344,0.483311476059003,0.71309541178113,0.211176906555622,0.192171626713578,0.186371107521114,1.69912799155355,2.51499914073868,3.82621223464234,0.0446475351556195,0.00595163369495511,6.5065054117297e-05,FALSE,TRUE,TRUE
335,1,0.104539192855184,0.332070932674904,0.507747258024992,0.210811711403792,0.216926320903622,0.214110580402455,0.495888924571878,1.53080055611343,2.37142534979168,0.309986390335296,0.0629093460705535,0.00885981288218873,FALSE,FALSE,FALSE
336,1,0.0593859938244282,0.126932861076474,0.405990478721608,0.189022049932938,0.197312934039719,0.194216865828722,0.314174953903512,0.643307351817713,2.09039764383618,0.376694082090704,0.260012343407225,0.0182910471892427,FALSE,FALSE,FALSE
337,1,0.125806890558713,0.310089352983459,0.410182726380753,0.19388276693305,0.218510376919893,0.200693107937627,0.648881241735918,1.41910584455739,2.04383065565078,0.258207570136321,0.0779340801334839,0.0204851397824858,FALSE,FALSE,FALSE
338,1,0.00766706620212208,0.211160553814615,0.579468990001631,0.183715839974151,0.217896167756597,0.201540369145325,0.0417332887746688,0.969087965101315,2.87520059856491,0.483355658232318,0.166250650923528,0.00201885440622829,FALSE,FALSE,TRUE
339,1,0.11417821453394,0.398585495769486,0.436134593087454,0.195711366227919,0.193604228838251,0.218061806139107,0.583401039676828,2.05876440902791,2.00005035640782,0.279811679049012,0.0197584063454704,0.0227474132939559,FALSE,FALSE,FALSE
340,1,-0.0835390434804384,0.0727504515739299,0.315682845703973,0.199444809881323,0.195823905362347,0.212780786966391,-0.418857946366954,0.371509553133027,1.48360596933893,0.662340023618675,0.355129020955815,0.0689567424214443,FALSE,FALSE,FALSE
341,1,0.402547618298695,0.259486810993929,0.52905301934081,0.211571136101326,0.214187259037968,0.214644669054272,1.90265848979468,1.21149508219782,2.46478527359578,0.0285425608629388,0.11285285915246,0.00685476910680372,FALSE,FALSE,TRUE
342,1,0.125827802935288,0.563960090376583,0.582459013425342,0.209790537952388,0.199834645939021,0.206900180365521,0.599778255794571,2.82213370822932,2.81516919123191,0.274327013289929,0.00238526415833418,0.00243757800242772,FALSE,TRUE,TRUE
343,1,0.286145368500039,0.647307690032557,0.893639534991123,0.224285780779818,0.204528565987947,0.209535191607114,1.27580699723871,3.16487668559072,4.26486609784732,0.101011876728353,0.000775743452698818,1.00011061294758e-05,FALSE,TRUE,TRUE
344,1,0.238313586806214,0.523090819342155,0.746563263816216,0.18360472144095,0.206598727009098,0.197681858788123,1.29797090693476,2.53191695280446,3.77658965973397,0.0971486661870462,0.00567204277447197,7.94951716013292e-05,FALSE,TRUE,TRUE
345,1,0.173639817434738,0.369804353550982,0.460656018815401,0.212145733758887,0.192104382561893,0.191535047833744,0.818493091320362,1.92501778782603,2.4050742881024,0.206537842668827,0.0271135664698904,0.00808458925678479,FALSE,FALSE,TRUE
346,1,0.605899785453254,0.657224275483649,0.59932491126888,0.208559928083993,0.197588197668449,0.217045765066556,2.90515915986143,3.32623245334959,2.76128359880737,0.00183533196260943,0.00044014241551027,0.00287873287168217,TRUE,TRUE,TRUE
347,1,0.185361219861255,0.249388208474519,0.316750247045926,0.214494536727849,0.197108384305962,0.202473583326481,0.864176881560583,1.26523389328485,1.56440283143099,0.193745365010093,0.102893748002845,0.0588614980979422,FALSE,FALSE,FALSE
348,1,0.215332689565322,0.469067769968306,0.468312260561685,0.198776728234636,0.203557959778907,0.209524680424206,1.08328923349188,2.30434501543335,2.23511740771318,0.139340031328177,0.0106016419555476,0.0127048209164943,FALSE,FALSE,FALSE
349,1,0.036525895419171,0.357763331801369,0.276123697030445,0.197445219316601,0.180733657520253,0.200087842826714,0.184992554114983,1.97950584694651,1.38001236421736,0.426617437867138,0.0238795409979492,0.0837914189811735,FALSE,FALSE,FALSE
350,1,0.407605473485404,0.325222539040548,0.642353626685608,0.190670358039506,0.194443541168907,0.205004403134973,2.13774955728016,1.67258082775832,3.13336502466577,0.0162685375014358,0.0472049218849262,0.000864071899644547,FALSE,FALSE,TRUE
351,1,0.313096070566143,0.355438390833042,0.534268394577012,0.203087090735756,0.195040998236317,0.208365150367633,1.5416837644965,1.82237782849318,2.56409670059684,0.0615752295674694,0.0341988381781935,0.00517223598102123,FALSE,FALSE,TRUE
352,1,0.464570030059902,0.537692930503374,0.0568489327124442,0.206996028104005,0.199266389435918,0.201849323110102,2.24434272635647,2.69836238828571,0.281640442665419,0.0124051792450535,0.00348407702385345,0.389109613098483,TRUE,TRUE,FALSE
353,1,0.335268471338044,0.351148667706425,0.189655414511374,0.21924906529216,0.220046704274226,0.222957772105001,1.5291671637974,1.59579153373193,0.850633789173571,0.0631115042821608,0.0552676720711405,0.197486406771658,FALSE,FALSE,FALSE
354,1,0.370322934701966,0.569964606351956,0.650714316796562,0.177667342204467,0.202973094774152,0.187828436453547,2.08436131315446,2.80807959787062,3.46440788776674,0.0185636570313954,0.00249189533216931,0.000265700046596984,TRUE,TRUE,TRUE
355,1,0.500135035076793,0.708568445356378,0.547252491694017,0.19664951500591,0.203775055626,0.187264067100742,2.54328130461833,3.47720894090617,2.92235718345053,0.00549083890120905,0.000253331408454183,0.00173696449101979,TRUE,TRUE,TRUE
356,1,0.258913942422257,0.320836366974889,0.473672458991314,0.209744918403236,0.204658085223033,0.199376626208745,1.2344229571488,1.56767012954923,2.37576725014589,0.108522669427432,0.0584790680931349,0.0087562527107784,FALSE,FALSE,FALSE
357,1,0.406710115862247,0.26009302286002,0.315429396738601,0.202726839555286,0.177754487573287,0.171022309227035,2.00619768331826,1.46321494557365,1.84437573182258,0.0224175804778242,0.0717042862429431,0.0325642007694209,FALSE,FALSE,FALSE
358,1,0.226720589153973,0.224494892018616,0.486146485863335,0.239267554346931,0.217011771319151,0.228160222686244,0.947560941861907,1.0344825566557,2.13072410317491,0.171676508971354,0.150455313652709,0.0165559390860879,FALSE,FALSE,FALSE
359,1,0.0814865628006631,0.544599278401977,0.517606669961687,0.191675760367769,0.176843465900796,0.195062280739792,0.425127113852656,3.0795555585157,2.65354566756123,0.335372006655961,0.0010365485008782,0.00398254958402056,FALSE,TRUE,TRUE
360,1,0.418967254385725,0.548330755084068,0.386644339091466,0.212732638234491,0.187595841199235,0.178099195616984,1.96945451277629,2.92293662577368,2.17094938442605,0.0244504605647516,0.00173373541757471,0.0149674993467085,FALSE,TRUE,FALSE
361,1,0.411409781127857,0.388250644859848,0.323852340064294,0.215378630765448,0.21237841257059,0.204978523128576,1.91016991641985,1.82810785785867,1.57993303455091,0.0280556696124367,0.0337666829394244,0.0570611015087864,FALSE,FALSE,FALSE
362,1,0.0622976409115821,0.274388116584563,0.671716210536164,0.170839327097734,0.201483321211078,0.201440958696515,0.364656323399955,1.36184034953994,3.33455626344666,0.357683982788598,0.0866241372919403,0.000427178073299173,FALSE,FALSE,TRUE
363,1,0.198070235115537,0.574202330648728,0.53363894992829,0.200648657937161,0.209702735878461,0.205884571337391,0.98714956357978,2.73817281516786,2.59193268568821,0.161784661553654,0.00308908006687891,0.00477192217661149,FALSE,TRUE,TRUE
364,1,0.393465369912257,0.492444428529405,0.30180097315306,0.194193324916082,0.20892891818736,0.196846027306874,2.02615290758468,2.3569950622527,1.53318295157954,0.0213745588777214,0.00921174591686502,0.0626153918104737,FALSE,FALSE,FALSE
365,1,0.395801712382173,0.451376708405272,0.546573215104733,0.213596815233498,0.214485886052681,0.2249503648332,1.85303190007536,2.10445879079617,2.42975029407049,0.0319388932536261,0.0176692228473876,0.00755461422601644,FALSE,FALSE,TRUE
366,1,0.0399132836509884,0.504322752291042,0.643528344224817,0.197727036564087,0.195235883388313,0.215818455954812,0.201860526231331,2.58314580054924,2.98180404163191,0.420012881135711,0.00489519693662033,0.001432776757607,FALSE,TRUE,TRUE
367,1,0.116694416309564,0.425646460818448,0.639910409535498,0.191710177186686,0.188458384744202,0.209969857017456,0.608702250564024,2.25857003601185,3.04762987709374,0.271360907505592,0.011955071729264,0.00115326914266456,FALSE,TRUE,TRUE
368,1,0.56205017234259,0.221268471846668,0.44843647883089,0.207240686541618,0.204895179487687,0.186170657569974,2.71206480600864,1.0799105786672,2.40873875982492,0.00334327593692874,0.140091001022787,0.00800387589752372,TRUE,FALSE,TRUE
