Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Mean_0_Endpoint2,Mean_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
594,0,0.00218382576933933,0.0238029157818048,0.0216190900124655,0.00704468449904795,3.06885141774443,0.00117324786406592,0.00645189291713715,0.0186531633922421,0.012201270475105,0.00558519790437161,2.18457263001457,0.0148495945320481,0.023727242669832,0.000121407838330194,-0.0236058348315018,0.017819191179303,-1.32474221719558,0.906864186974144,0.00351974359219776,0.0296991890640963,0.906864186974145,0.906864186974145,150,150,300,1,0,0,1,1,1,0,0,1
595,0,0.00714259933744034,0.00841573754540545,0.00127313820796511,0.00675740714688172,0.18840631921263,0.425343191555298,0.00225892793720978,0.0182839743947475,0.0160250464575377,0.00571556604864169,2.80375492491178,0.00269133515059261,0.00353439781192197,0.0251357987763164,0.0216014009643945,0.016684513178395,1.29469770759428,0.0982133973223394,0.425343191555298,0.00807400545177784,0.196426794644679,0.425343191555298,150,150,300,0,1,0,1,1,1,0,0,1
596,0,-0.00469049166213657,0.0109862874567228,0.0156767791188594,0.00677340891578183,2.3144592794823,0.0106611285766389,-0.00416779906306247,0.0131353748016865,0.017303173864749,0.00554411436862388,3.12099872301947,0.000989560879389506,-0.0196332509738401,0.0165866443346109,0.036219895308451,0.0170699514397187,2.12185110405024,0.0173375972634732,0.0213222571532779,0.00296868263816852,0.0213222571532779,0.0213222571532779,150,150,300,1,1,1,1,1,1,0,0,1
597,0,-0.000381989838489127,0.0101549646600292,0.0105369544985184,0.00673332447186513,1.56489629195006,0.0593342479352428,0.00201176210446886,0.0140393348875902,0.0120275727831214,0.00555496879437911,2.16519178204775,0.0155831944656888,0.00944257004809544,0.0377710244023586,0.0283284543542632,0.0174882980428379,1.61985198816215,0.0531608961083051,0.10632179221661,0.0467495833970664,0.10632179221661,0.10632179221661,150,150,300,0,0,0,1,1,1,0,0,0
598,0,-0.00984180213020065,0.016996453262756,0.0268382553929566,0.00649304460407822,4.13338534223217,2.3254461851252E-05,-0.000336812754139229,0.01298800166273,0.0133248144168692,0.00554817012837075,2.40165930542258,0.00846655130330509,0.00223754655674285,0.0386622379026548,0.036424691345912,0.0166332872652982,2.18986726826418,0.0146544491365801,6.9763385553756E-05,0.0169331026066102,0.0169331026066102,0.0169331026066102,150,150,300,1,1,1,1,1,1,0,0,1
599,0,-0.00751806174787479,0.0176126733947056,0.0251307351425803,0.00716654558736586,3.50667345043952,0.000261799233437054,-0.00638063260288159,0.0107648956304811,0.0171455282333627,0.00558206239011654,3.07154005725914,0.001163057951586,-0.0247003880595956,0.022959985419942,0.0476603734795376,0.0163631396559795,2.91266679143212,0.00192724536931022,0.000785397700311164,0.002326115903172,0.002326115903172,0.002326115903172,150,150,300,1,1,1,1,1,1,0,0,1
600,0,0.00393016512904852,0.00570988097286728,0.00177971584381877,0.0072774021931495,0.244553729007046,0.40348514805245,0.00342287856717227,0.0243218347833569,0.0208989562161846,0.00543469108957258,3.8454726996872,7.3573723543552E-05,0.00610297019162942,0.0238727301993447,0.0177697600077153,0.0179442117846534,0.99027810309911,0.161420793112161,0.403485148052451,0.000220721170630656,0.322841586224322,0.403485148052451,150,150,300,0,1,0,1,1,1,0,0,1
601,0,-0.00840185832505328,0.0163844678371679,0.0247863261622212,0.00681819786299845,3.63531928234786,0.000163477281241109,-0.000399614335443787,0.00948144163464009,0.00988105597008388,0.00576439811118599,1.71415224616589,0.0437702753598586,-0.014485610372413,0.0250229147392182,0.0395085251116312,0.017553501162241,2.25074899568282,0.012565151722349,0.000490431843723327,0.0437702753598586,0.0251303034446979,0.0437702753598586,150,150,300,1,0,0,1,1,1,0,0,1
602,0,-0.00266774354597314,0.00199201048181242,0.00465975402778556,0.00725437334061752,0.642337223216155,0.260574047643574,0.00163011413109221,0.0168214045175253,0.0151912903864331,0.00567315692988532,2.67774901596811,0.00391144059427129,0.00453115273391751,0.0117820212538178,0.00725086851990029,0.0166013892570449,0.436762755672592,0.331299855084698,0.521148095287149,0.0117343217828139,0.521148095287149,0.521148095287149,150,150,300,0,1,0,1,1,1,0,0,1
603,0,0.0146273655098921,0.0168253343860163,0.00219796887612426,0.00668123603441771,0.328976384729059,0.371202307360451,0.00247768967761158,0.0148402168231963,0.0123625271455847,0.0054326760889384,2.27558701148341,0.0117902541823753,0.00247883270640937,0.0122946963255818,0.0098158636191724,0.0167881478801665,0.58469008548399,0.279599262200397,0.559198524400796,0.035370762547126,0.559198524400796,0.559198524400796,150,150,300,0,0,0,1,1,1,0,0,0
