"","SimID","LookID","Delta1","Delta2","Delta3","StdError1","StdError2","StdError3","TestStat1","TestStat2","TestStat3","RawPvalues1","RawPvalues2","RawPvalues3","RejStatus1","RejStatus2","RejStatus3"
"51",51,1,0.01001068977737,0.0107862085985828,0.0190579057888609,0.0073528107176534,0.00555650468189513,0.0183900728164091,1.3614779656078,1.94118591022298,1.03631486286753,0.0872008103898275,0.0265955813757803,0.150453440913747,FALSE,FALSE,FALSE
"52",52,1,0.0163703807018473,0.021082430026573,0.0284291414016571,0.00688457758825328,0.00551061632486902,0.0170757122719086,2.37783371484971,3.82578441025362,1.66488758705697,0.00902370764184757,7.94089002997822e-05,0.0484948491406209,TRUE,TRUE,FALSE
"53",53,1,0.00891886492685193,0.00972680778481132,0.038023923046134,0.00679572809705796,0.00534456660988979,0.017084768068365,1.31242227462178,1.81994322361189,2.22560370114365,0.0951938126153564,0.0348939565841262,0.0133982181294348,FALSE,FALSE,FALSE
"54",54,1,-0.00395645156676178,0.00863723912289068,-0.00723805771139785,0.00691227302094223,0.00562645828633695,0.0173547428581727,-0.572380685018496,1.53511119843632,-0.417065108399997,0.716252172201564,0.0629105431333079,0.661533451295451,FALSE,FALSE,FALSE
"55",55,1,0.00673944807253143,0.0232036713305267,0.0310000555239339,0.00675534226226524,0.00561610147009895,0.0172594740526397,0.997647167365214,4.13163320749578,1.7961182032191,0.159629935649468,2.34628719144592e-05,0.0367459707321092,FALSE,TRUE,FALSE
"56",56,1,0.0181173379363113,0.013206099163316,0.0372853774794951,0.00639660641922165,0.00575458580440165,0.016815338887475,2.8323358901478,2.2948826574477,2.21734320842427,0.00246790671540165,0.0112185350366496,0.0136769897514151,TRUE,TRUE,TRUE
"57",57,1,0.00122766235164345,0.00511808548982444,0.00122351823859583,0.00669001416664402,0.00543127556443681,0.0177679734042402,0.183506689382587,0.942335815795632,0.0688608774202601,0.42726305457214,0.173394594813322,0.472574072616973,FALSE,FALSE,FALSE
"58",58,1,0.0128373419522292,0.0152709846183584,0.0342580546421519,0.00719770538674589,0.00584864724114183,0.0177991233831795,1.78353256523507,2.61102849748502,1.92470459947069,0.0377603384406981,0.00474188565882794,0.0276106875943291,FALSE,TRUE,FALSE
"59",59,1,0.0102889610235538,0.0186141452466592,0.0211903477229093,0.00669280303742537,0.00578908439171533,0.0176667105555692,1.53731716980451,3.215386749811,1.19945066492468,0.0626383660244851,0.000723156538267933,0.115652780072318,FALSE,TRUE,FALSE
"60",60,1,0.00924106360465,0.0122210621074276,-0.0172014569177894,0.00739766943516629,0.00539385353500147,0.017957090403862,1.24918579907353,2.2657385908096,-0.957920048901126,0.106290372118265,0.0120972744737459,0.830552239605513,FALSE,FALSE,FALSE
"61",61,1,0.0185275209671187,0.0181787212693875,0.0521670079376512,0.00720498475674011,0.0052712120894706,0.015792763062633,2.57148649062534,3.44867953723585,3.30322235132387,0.00530640717099296,0.000322275200779876,0.000536154410099243,TRUE,TRUE,TRUE
"62",62,1,0.0116473428898256,0.00825449117382012,-0.0150124088626633,0.00685073767091091,0.00560017537614906,0.0158034638980263,1.70015893898283,1.47397012046724,-0.949944199545913,0.0450721957109609,0.0707726005774901,0.828542215688599,FALSE,FALSE,FALSE
"63",63,1,0.0117748637819001,0.0170084524921697,0.0298264655917864,0.00698824903296919,0.00526309026487502,0.0184300732716632,1.68495194237478,3.23164749912827,1.61835849223918,0.0465223666968723,0.000684329939459438,0.0533216218090999,FALSE,TRUE,FALSE
"64",64,1,0.0166373997767516,0.0152219431544379,0.0405630509395171,0.00699095005689913,0.00529673679483514,0.0172361684163056,2.37984818105412,2.87383416319286,2.35336821733211,0.00897547343027316,0.00217343151129845,0.0096268755691824,TRUE,TRUE,TRUE
"65",65,1,-0.0043520406937235,0.00385427040633947,-0.00275043150304091,0.00676058795462533,0.00563513435941832,0.0166148400819541,-0.643737012658197,0.683971341321721,-0.165540654587957,0.739879455061237,0.247262389384973,0.565684650054077,FALSE,FALSE,FALSE
"66",66,1,0.0165747500975828,0.0156687820635395,0.00345899084073647,0.00736219445052117,0.0052098663944455,0.0177493569326135,2.25133283411299,3.00752089923933,0.194879783750406,0.0125476718530093,0.00142958314158381,0.422810151801822,FALSE,TRUE,FALSE
"67",67,1,0.00198489884275261,0.00660789251184658,0.0079760141358317,0.00697172263204731,0.00528510558347825,0.0168142049037973,0.284707087116248,1.25028580933245,0.4743616591725,0.388033487701934,0.106088024855981,0.317795300331112,FALSE,FALSE,FALSE
"68",68,1,0.00340285937210556,0.00691977710968526,0.0254090016257289,0.00705504165201517,0.00571506505984,0.0182700626937328,0.482330160465258,1.21079585923016,1.39074517978775,0.314963349848087,0.113468136382244,0.0826701695831217,FALSE,FALSE,FALSE
"69",69,1,0.0114427341143137,0.0136558996707277,0.00202910514516755,0.00691226874297322,0.00600861901215421,0.0170305683002609,1.65542378917863,2.27271851370583,0.119144887557069,0.0494456184440317,0.0118775639130397,0.452620558253989,FALSE,FALSE,FALSE
"70",70,1,0.00602631671212052,0.0141571874313264,0.0259694537184935,0.00661579844262411,0.0057640573742939,0.0176788271392672,0.910897870360485,2.4561149398796,1.46895795257885,0.181548979532881,0.0073155825722625,0.0714495107952928,FALSE,TRUE,FALSE
"71",71,1,0.02042170409896,0.0211381880320858,0.0540670204893107,0.00746321377923903,0.00595027895070978,0.0178634856963984,2.73631503840458,3.55247009546742,3.02667807438117,0.00329301888862332,0.000221738900886503,0.00134458856450048,TRUE,TRUE,TRUE
"72",72,1,0.0196184410624186,0.0160176781457952,0.0358155647118079,0.00651128149325459,0.00536725911643935,0.0187576826060231,3.01299230923167,2.98433107072001,1.90938110341559,0.00140443653844113,0.00154070039846599,0.0285865599372793,TRUE,TRUE,FALSE
"73",73,1,0.0115539722332474,0.00931499324990547,0.0223076603637098,0.00691043743358909,0.00565159298932246,0.016800660688807,1.67195960375645,1.64820666801454,1.32778470900086,0.0477927158537379,0.0501820684974639,0.0926344114513272,FALSE,FALSE,FALSE
"74",74,1,0.0242407674368669,0.0193287753494758,0.0746601561327214,0.00642247806109772,0.00570151927610242,0.0170626610973723,3.77436360331041,3.39010962051663,4.3756454932003,9.67820727995061e-05,0.00039658555788058,8.40048477845912e-06,TRUE,TRUE,TRUE
"75",75,1,0.00832384686281857,0.00977174354070415,0.0307241063587056,0.00627532672079177,0.00540689905343083,0.017250793611344,1.32644039636048,1.80727316048257,1.78102567632029,0.092858178191995,0.0358744024964046,0.0379668320668589,FALSE,FALSE,FALSE
"76",76,1,0.0135175471675392,0.0173043108094008,0.0190635470520239,0.00737369939566055,0.00573938067284352,0.0186696494593303,1.83321104403772,3.01501360439079,1.02109828540443,0.0338843018228556,0.00139653859168165,0.154019442166998,FALSE,TRUE,FALSE
"77",77,1,0.00706703348965922,0.0132485804190023,0.015002414649712,0.0070405595773893,0.00570045948700046,0.0183318136622991,1.00376020002088,2.32412500241688,0.818381362918047,0.158159813208232,0.0103977921071323,0.206897789552032,FALSE,FALSE,FALSE
"78",78,1,0.0096733380288871,0.0121016404935425,-0.0227296673615272,0.00730247614214527,0.00548611827506503,0.015830213888115,1.32466547518844,2.20586576642828,-1.43584082452557,0.0931536855051006,0.0140782051110433,0.923949992819229,FALSE,FALSE,FALSE
"79",79,1,0.0132509967950145,0.0198936601656987,0.0082603190358786,0.00710936476389909,0.00537454817753723,0.015903799062126,1.86387915588495,3.70145722180773,0.51939281951506,0.0316693781316211,0.000127945434380328,0.301936191116879,FALSE,TRUE,FALSE
"80",80,1,0.0172535841449998,0.0124223974106095,0.0326076250727294,0.00669494624704935,0.00538627774185139,0.0172852736329522,2.57710570157362,2.30630465155694,1.88643962283403,0.00522280531489394,0.0108921521681717,0.0301055764202408,TRUE,TRUE,FALSE
"81",81,1,0.0167083466008379,0.0205397175478541,0.00929591694185097,0.00682744563872763,0.00522860188688368,0.0168213238707873,2.44723246217625,3.92833839565783,0.55262695215058,0.00748750169619694,5.3290628488023e-05,0.290475262835948,TRUE,TRUE,FALSE
"82",82,1,0.0109910328990353,0.012503238419729,0.0305455013014612,0.00692356468697773,0.00525953103791349,0.0168906919282372,1.58748179528212,2.37725347176375,1.8084221434645,0.0567320029216793,0.00903764319487821,0.0357760659582287,FALSE,FALSE,FALSE
"83",83,1,-0.00450434670598536,0.0109380797345054,0.00991735367112324,0.00694344876814033,0.00545024026244867,0.0176647246923879,-0.648718937288531,2.00689863341752,0.561421354921927,0.741490171230306,0.022836308530813,0.287466138969912,FALSE,FALSE,FALSE
"84",84,1,0.0162569957506174,0.0242392712363361,0.0391816037027828,0.00692743610110471,0.00550273578034699,0.0180248992836982,2.34675506397308,4.40494913873687,2.17374882855622,0.0097961881225701,7.39429551199766e-06,0.0152555272121122,TRUE,TRUE,TRUE
"85",85,1,0.0031581575022715,0.010371622460606,0.0276730290579514,0.00719337073472669,0.00542735620816262,0.017169631960488,0.439037221733226,1.91098981950132,1.61174270488934,0.330477979923152,0.0284826001438333,0.0540509803228518,FALSE,FALSE,FALSE
"86",86,1,0.0195023925284115,0.0133741481461658,0.00527371847392774,0.0065042598922822,0.00556300589321807,0.0168984325376922,2.99840302377101,2.40412259179347,0.31208329306074,0.0014717438692744,0.00841185353708629,0.377597735787579,TRUE,TRUE,FALSE
"87",87,1,0.0178931654846466,0.010012961045874,0.0149643029648068,0.00668342991056698,0.00519029056991759,0.0167709188363013,2.67724293126142,1.92917157738878,0.892276869912216,0.0039172124002893,0.0273294649428546,0.186483449570476,TRUE,FALSE,FALSE
"88",88,1,0.0138130022695382,0.0161157676096258,0.0169690961962608,0.00681367298837534,0.00559187576296016,0.0164497071521755,2.02724760831702,2.8819967203804,1.03157436416833,0.0217634884856803,0.00211991436875403,0.151555425293763,FALSE,TRUE,FALSE
"89",89,1,0.0214199470470378,0.0192724648094013,0.0598104698106341,0.00677669152428865,0.00522676363275769,0.0164876726062478,3.1608266320321,3.6872654214962,3.62758718219389,0.000867838746648975,0.000134650007071913,0.000168874089826798,TRUE,TRUE,TRUE
"90",90,1,0.0067275855938199,0.0138901576836848,0.0365902216724922,0.00750303960311163,0.00533823377718017,0.0166692781103895,0.896648018628326,2.60201374901608,2.19506936234308,0.185315266762594,0.00486623670294484,0.0144661810564575,FALSE,TRUE,FALSE
"91",91,1,0.0205924969325909,0.0159344231725746,0.0164907091563505,0.00702519418748415,0.00537054778344215,0.0172285649497003,2.93123526311597,2.96700147081864,0.957172533202616,0.00181876894689625,0.00162582039455161,0.169630644628042,TRUE,TRUE,FALSE
"92",92,1,0.0137194847894577,0.0201870767083667,0.0346346937096322,0.00736656937035645,0.0057348628846777,0.0174432454261177,1.86239809872229,3.52006266135886,1.98556477671144,0.0317688244497745,0.000249554684166209,0.0240005221991508,FALSE,TRUE,FALSE
"93",93,1,0.0159757228898434,0.0188006794178179,0.0559047132464257,0.00659473900272118,0.0053253108296283,0.0176470862964198,2.42249509544675,3.53043794424486,3.16792881880832,0.008005254118297,0.000240466194951328,0.000847321683714819,TRUE,TRUE,TRUE
"94",94,1,0.00719038510560661,0.012867077004101,0.00403937967298225,0.00674173008589508,0.00570447422943948,0.0172845717486734,1.06654894426138,2.25561138267519,0.233698568394805,0.143519437578144,0.0124150109686579,0.407689729086531,FALSE,FALSE,FALSE
"95",95,1,0.0206483924471768,0.0215433081966595,0.0220590803986014,0.00699192673880501,0.00547180363053948,0.0174080153741126,2.95317631584708,3.93714936632978,1.26717951038838,0.00169909618844777,5.16184098300343e-05,0.103046968629291,TRUE,TRUE,FALSE
"96",96,1,0.00625045128443196,0.0194118354454467,0.00396516769595821,0.00701454326888333,0.00547551862420626,0.0184178268168852,0.891070315605452,3.54520489796722,0.215289661227729,0.186805157880367,0.000228134726072526,0.414844379156451,FALSE,TRUE,FALSE
"97",97,1,0.008745297407764,0.00217720331017218,-0.0271807095369289,0.00634726049165951,0.0056750397395108,0.0163683229453511,1.37780660164422,0.383645473883477,-1.66056777030103,0.0846501235472792,0.350757397967333,0.951073972410076,FALSE,FALSE,FALSE
"98",98,1,0.0068978522130874,0.0109345001009789,0.0216405594350412,0.00711041182064916,0.0053310607211282,0.0174149575551908,0.97010586546556,2.0510927698953,1.24264210041619,0.166402458902539,0.0205674900070495,0.107500066791698,FALSE,FALSE,FALSE
"99",99,1,0.0193770162690083,0.0250229574396464,0.0349316586694093,0.00724666608295938,0.00560769044320845,0.018240019754096,2.67392150365166,4.46225726848957,1.91511079156397,0.0039552833833767,5.75580434647449e-06,0.0282326497891712,TRUE,TRUE,FALSE
"100",100,1,0.00578468541467361,0.0149651813461656,0.0434974148826064,0.00708978702448837,0.00554338293053849,0.0177609483439214,0.815918079724131,2.69964776629852,2.44904799227645,0.207599340517346,0.00366958311331289,0.00745161080009038,FALSE,TRUE,TRUE
"101",101,1,0.00786285194474835,0.010283190658556,-0.00936200092447408,0.00669781993008024,0.00552339283644331,0.0173010047371323,1.17394197318383,1.86175254287682,-0.541124695745611,0.120679380526661,0.0318111431502875,0.705585677902193,FALSE,FALSE,FALSE
"102",102,1,0.0124596243766948,0.00300131916882465,-0.000682659246976505,0.00691624806493442,0.00548570584221571,0.0169165659972927,1.80150050427854,0.547116315593838,-0.0403544813460223,0.0363225017149889,0.292354838982957,0.51608122910809,FALSE,FALSE,FALSE
"103",103,1,0.00443635080344305,0.0112426966870664,0.00703558825128306,0.00661992575063532,0.00526985278626985,0.0173276540304031,0.670151142256737,2.13339862478859,0.406032359541483,0.251646448213866,0.0168585011973899,0.342505602617669,FALSE,FALSE,FALSE
"104",104,1,0.00250032189282488,0.0171102025550723,0.00902414460225439,0.00674050271523599,0.00555234391932396,0.0175627273042661,0.370939972648218,3.08161792635416,0.513823647427604,0.35547289885652,0.00112591542425688,0.303879970348894,FALSE,TRUE,FALSE
"105",105,1,0.0181508206622741,0.0233203955185401,0.00300052705695558,0.00699166860404232,0.00538715819056272,0.0169403499386605,2.59606421445376,4.32888634296891,0.177123085876043,0.00494857053688236,1.03515408635957e-05,0.429766628293157,TRUE,TRUE,FALSE
"106",106,1,0.0157637103352676,0.00970381417369343,0.0253081012689097,0.00722122982207116,0.00557617930207631,0.0168144061733829,2.18296754481999,1.74022635356797,1.50514392289228,0.0149091953178413,0.0414275284261829,0.0666749006795863,FALSE,FALSE,FALSE
"107",107,1,0.0110605254330505,0.0172159807427881,0.0313037486990868,0.00690412732979469,0.00531883396984557,0.018925033360161,1.60201643230404,3.23679604221373,1.65409212778374,0.0551074901946438,0.000672755195450403,0.0495808477452755,FALSE,TRUE,FALSE
"108",108,1,0.0138975916166674,0.0182810335590789,0.0216364249886947,0.00671887339425252,0.00537652261717425,0.016251217451166,2.06844076397625,3.40015933359673,1.33137256046883,0.0197304859973578,0.000382983063572651,0.0920454441053802,FALSE,TRUE,FALSE
