Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Prop_0_Endpoint2,Prop_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
894,0,0.0121166483115147,0.0067235336715746,-0.00539311463994009,0.01159767187236,-0.465017005076093,0.678524555938679,0.3,0.48,0.18,0.0975499871860576,1.84520782823564,0.0325036560960433,0.00183940105480976,0.0167935354261943,0.0149541343713845,0.0104889375881997,1.42570534390521,0.078565466597843,0.67852455593868,0.0975109682881301,0.157130933195686,0.67852455593868,50,50,100,0,0,0,1,1,1,0,0,0
895,0,0.00507419848516561,0.0172139378914745,0.0121397394063089,0.0120470055885728,1.00769766537039,0.158040628928654,0.18,0.46,0.28,0.0932952303175248,3.00122523999391,0.00134447792257042,-0.00579346647649163,0.0217475013640419,0.0275409678405335,0.00949772804854693,2.89974272791976,0.00230502100762142,0.158040628928654,0.00403343376771126,0.00461004201524285,0.158040628928654,50,50,100,0,1,1,1,1,1,0,0,1
896,0,-0.00450739514673744,0.00616651510209645,0.0106739102488339,0.0119875696746944,0.890414866273217,0.18771195274062,0.12,0.36,0.24,0.0854166260162505,2.80975743474508,0.00247894254063541,-0.00282146227320638,0.0164165953490245,0.0192380576222308,0.0101144990407402,1.90202772720051,0.0300520442438239,0.18771195274062,0.00743682762190624,0.0601040884876479,0.18771195274062,50,50,100,0,1,0,1,1,1,0,0,1
897,0,-0.00256816453438245,0.0263684696670191,0.0289366342014015,0.0115195824130883,2.51195166315441,0.0068200913506693,0.2,0.54,0.34,0.0965608616365865,3.52109534067347,0.000214884032202822,0.00232816252569486,0.0109717565907674,0.00864359406507253,0.0100904487993692,0.856611458710628,0.196874723752576,0.0136401827013386,0.000644652096608467,0.196874723752576,0.196874723752576,50,50,100,1,1,0,1,1,1,0,0,1
898,0,0.00965567450710053,0.00748521083148316,-0.00217046367561737,0.0118911281800759,-0.182527985801555,0.572227274296155,0.26,0.38,0.12,0.0932952303175248,1.28623938856882,0.0991797642144936,0.00680637305647388,0.00164591436880454,-0.00516045868766934,0.00972437595717052,-0.530672478151582,0.701576852514261,1,0.297539292643481,1,1,50,50,100,0,0,0,1,1,1,0,0,0
899,0,-0.0113392739815678,0.00589992445063813,0.0172391984322059,0.0122873157349425,1.40300768728366,0.0818874422917772,0.08,0.32,0.24,0.08,3,0.0013498980316301,-0.00162410317719946,0.0157578124550807,0.0173819156322801,0.0102405778853494,1.69735690962787,0.0464014470238117,0.0928028940476234,0.00404969409489031,0.0928028940476234,0.0928028940476234,50,50,100,0,1,0,1,1,1,0,0,1
900,0,6.1102938167933E-05,0.0107473595353057,0.0106862565971378,0.0113443901135262,0.941985993975668,0.174258068494468,0.3,0.4,0.1,0.0953939201416946,1.04828483672192,0.147253696840055,0.000844503394631192,0.025378232411531,0.0245337290168998,0.00844626853130419,2.90468257384561,0.0022718327258151,0.29450739368011,0.29450739368011,0.00681549817744532,0.29450739368011,50,50,100,0,0,1,1,1,1,0,0,1
901,0,0.00107529692108733,0.00684239235020479,0.00576709542911745,0.0111169658143988,0.518765239130976,0.302546959852724,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.0154097358502716,0.00936933651254501,-0.00604039933772659,0.00846102716575935,-0.713908514816177,0.761509691714366,0.60698514289093,0.60698514289093,0.761509691714367,0.761509691714367,50,50,100,0,0,0,1,1,1,0,0,0
902,0,0.00498236998280693,0.0316024703473057,0.0266201003644987,0.0133760444158121,1.99013247391961,0.02468109391708,0.18,0.32,0.14,0.0866025403784439,1.61658075373095,0.0529844045636011,0.00224097740863754,0.00515349274098986,0.00291251533235231,0.00992262642740245,0.293522622630343,0.38487170417522,0.0740432817512399,0.105968809127202,0.38487170417522,0.38487170417522,50,50,100,0,0,0,1,1,1,0,0,0
903,0,0.0111204554093435,0.0187723125771828,0.00765185716783929,0.0121201727424221,0.631332352306896,0.264646525610522,0.2,0.56,0.36,0.0970772887960928,3.70838539543648,0.000104292513134818,0.00110491674323801,0.0187791559216597,0.0176742391784217,0.0100599386154944,1.75689334239075,0.0410296523630915,0.264646525610522,0.000312877539404455,0.0820593047261832,0.264646525610522,50,50,100,0,1,0,1,1,1,0,0,1
904,0,0.00274641055033031,0.0180638979061271,0.0153174873557967,0.0113731231035936,1.34681452194576,0.0905731754783132,0.16,0.42,0.26,0.0907524104363074,2.86493767768819,0.00208545660313553,-0.00116785158216491,0.00871017956446788,0.00987803114663279,0.0097167497128172,1.0165982904348,0.155923905159378,0.181146350956627,0.00625636980940659,0.181146350956627,0.181146350956627,50,50,100,0,1,0,1,1,1,0,0,1
905,0,-0.0162171595061361,0.0313025105769887,0.0475196700831249,0.0113191655555848,4.19816017795403,2.9632705260907E-05,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,-0.00409539420517097,0.0168643470694985,0.0209597412746695,0.0091246214725484,2.29705323532897,0.0118717647336378,8.8898115782721E-05,0.0237435294672757,0.0237435294672757,0.0237435294672757,50,50,100,1,1,1,1,1,1,0,0,1
906,0,0.0125589405376239,0.00745614859351319,-0.00510279194411075,0.0110581601220607,-0.461450357725498,0.677250931075143,0.34,0.3,-0.04,0.0932952303175248,-0.428746462856272,0.665946128116653,0.00919939309593137,0.00709995283201196,-0.00209944026391941,0.0105587492293082,-0.198834181807438,0.578597807313835,1,1,1,1,50,50,100,0,0,0,1,1,1,0,0,0
907,0,-0.00868926532726192,0.00466301917939693,0.0133522845066589,0.0104194887623453,1.28147213468979,0.10152584261525,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,-0.00166530093762521,0.0177884209451764,0.0194537218828016,0.00938249793692424,2.07340539945579,0.0203789526505971,0.10152584261525,0.016611656514235,0.0407579053011942,0.10152584261525,50,50,100,0,1,0,1,1,1,0,0,1
908,0,0.00403363701153853,0.0181241807210368,0.0140905437094983,0.0116638723654375,1.20805023134954,0.114967550554679,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,-0.00578625788677849,0.0137467139297711,0.0195329718165496,0.0102277526832906,1.90980095250653,0.0295415617647339,0.114967550554679,0.0289746908145521,0.0590831235294678,0.114967550554679,50,50,100,0,0,0,1,1,1,0,0,0
909,0,-0.0126138210766588,0.0196382822993797,0.0322521033760385,0.0109438358807445,2.94705656476314,0.00200468607117021,0.06,0.44,0.38,0.0866025403784439,4.38786204584116,5.723517107703E-06,-0.00722681872444836,0.0253793123247094,0.0326061310491577,0.00903617291897355,3.60840051884062,0.000243639629681658,0.00200468607117022,1.7170551323109E-05,0.000487279259363316,0.00200468607117022,50,50,100,1,1,1,1,1,1,0,0,1
910,0,-0.0167654674083003,0.0153202514847906,0.032085718893091,0.0136799687102381,2.34545265217441,0.0105097252287225,0.14,0.36,0.22,0.0866025403784439,2.54034118443435,0.00553721883807834,-0.00457056731676029,0.00828832457847714,0.0128588918952374,0.0103462017735373,1.24286111721955,0.108442247702713,0.021019450457445,0.016611656514235,0.108442247702713,0.108442247702713,50,50,100,1,1,0,1,1,1,0,0,1
911,0,0.00150824721859933,0.0162622472483076,0.0147540000297082,0.0113940906462703,1.29488174947404,0.0992017298034903,0.2,0.42,0.22,0.0924986486387774,2.37841312535426,0.00869366674124172,0.00993562491422449,0.0134658822932216,0.00353025737899711,0.00910001407472065,0.38793977130255,0.349450991531172,0.198403459606981,0.0260810002237252,0.349450991531172,0.349450991531172,50,50,100,0,0,0,1,1,1,0,0,0
912,0,0.0054583936931353,0.00169118348934441,-0.00376721020379089,0.0119603464431059,-0.31497500692903,0.623274848825859,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,0.00590505290021656,0.0240977185646108,0.0181926656643943,0.00943690748661612,1.9278207071751,0.0283862214058912,0.623274848825859,0.0834249927279364,0.0834249927279364,0.623274848825859,50,50,100,0,0,0,1,1,1,0,0,0
913,0,0.00415795114960824,0.0040278505234432,-0.000130100626165038,0.0113311008524998,-0.011481728726855,0.504568775658062,0.1,0.36,0.26,0.0841665016500033,3.08911496739142,0.00100376868210039,-0.00481860798760133,0.0188177601541536,0.0236363681417549,0.00894193187721788,2.64331784968921,0.00477989270935386,0.504568775658063,0.00301130604630118,0.00955978541870773,0.504568775658063,50,50,100,0,1,1,1,1,1,0,0,1
914,0,0.00887326369342952,0.0189211950911007,0.0100479313976712,0.0136477878995236,0.736231502983859,0.231674245022282,0.24,0.44,0.2,0.0947417542586161,2.11100165460375,0.0173860848219682,-0.00119210471067706,0.0124671493784969,0.0136592540891739,0.00910814887924933,1.49967400294622,0.0684567947745656,0.231674245022282,0.0521582544659048,0.136913589549131,0.231674245022282,50,50,100,0,0,0,1,1,1,0,0,0
915,0,0.00181410558071332,0.0113193483868089,0.00950524280609556,0.0131267058802241,0.724114861171343,0.235360167574524,0.22,0.42,0.2,0.0932952303175248,2.14373231428136,0.0160271707152945,0.00114506616130484,0.0196956719556453,0.0185506057943404,0.00881716200730867,2.1039202612999,0.0189726402059451,0.235360167574524,0.0480815121458835,0.0480815121458835,0.235360167574524,50,50,100,0,0,0,1,1,1,0,0,0
916,0,0.00343685705711642,0.0218271425164867,0.0183902854593703,0.0122945569259947,1.4958070933396,0.0689587129507269,0.32,0.4,0.08,0.096,0.833333333333333,0.202328380963643,0.0101805000351569,0.0199611420007605,0.0097806419656036,0.00950429106319216,1.02907643511484,0.152988473612781,0.206876138852181,0.305976947225563,0.305976947225563,0.305976947225563,50,50,100,0,0,0,1,1,1,0,0,0
917,0,-0.0170604383802722,0.0183619291052078,0.0354223674854799,0.0117808782803626,3.00676797115586,0.00167716717572874,0.14,0.52,0.38,0.09404254356407,4.04072439556158,2.66431755096E-05,-0.00401568645841688,0.0260466525855732,0.0300623390439901,0.00890218260008665,3.37696275110078,0.000526113436141173,0.00167716717572875,7.9929526528799E-05,0.00105222687228235,0.00167716717572875,50,50,100,1,1,1,1,1,1,0,0,1
918,0,-0.00314232320592647,-0.00400180128424907,-0.000859478078322597,0.0119435673557037,-0.07196158842041,0.528610431974966,0.18,0.38,0.2,0.0897997772825746,2.22717701593687,0.0129677227936772,-0.0128901601154533,0.00433107319087708,0.0172212333063304,0.0101463400564745,1.69728524871796,0.0464082426983492,0.528610431974966,0.0389031683810316,0.0928164853966985,0.528610431974966,50,50,100,0,0,0,1,1,1,0,0,0
919,0,0.00908420808707106,-0.00362159401831596,-0.012705802105387,0.0133151534929435,-0.954236247604697,0.828844042059488,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,0.0117523804333405,-0.00158944213998697,-0.0133418225733275,0.00978789126886501,-1.36309468575396,0.912011832333475,1,0.184370393204406,1,1,50,50,100,0,0,0,1,1,1,0,0,0
920,0,0.0058055158813697,0.024279126902076,0.0184736110207063,0.0115294758805124,1.60229408623259,0.0561545485290982,0.22,0.46,0.24,0.0947417542586161,2.53320198552449,0.00565129015316101,0.00204055537859004,0.0213038679866037,0.0192633126080137,0.00899741792318216,2.14098230986704,0.0173779843103132,0.0561545485290982,0.0169538704594831,0.0347559686206265,0.0561545485290982,50,50,100,0,1,0,1,1,1,0,0,1
921,0,-0.00431482432855467,0.0144538164390672,0.0187686407676218,0.0119458387384795,1.57114466204578,0.0596861214166005,0.32,0.44,0.12,0.0970772887960928,1.23612846514549,0.108205407792621,-0.000914135387643995,0.0147942710180486,0.0157084064056926,0.00975513728190508,1.61027015322791,0.0552776943393272,0.165833083017982,0.165833083017982,0.165833083017982,0.165833083017982,50,50,100,0,0,0,1,1,1,0,0,0
922,0,0.00942601488382452,0.0163389650100054,0.00691295012618092,0.0118118653516961,0.585254734993085,0.279860831534603,0.22,0.44,0.22,0.09404254356407,2.33936675532512,0.00965823027151735,-0.00119749261575343,0.0172306384013447,0.0184281310170982,0.00859101888845368,2.14504603660755,0.0172104153531718,0.279860831534604,0.0289746908145521,0.0344208307063437,0.279860831534604,50,50,100,0,0,0,1,1,1,0,0,0
923,0,0.000470513507510031,0.0189395874779686,0.0184690739704585,0.0113099375529307,1.63299522070949,0.0528394963516922,0.16,0.42,0.26,0.0907524104363074,2.86493767768819,0.00208545660313553,0.00545882034607802,0.0182388876926559,0.0127800673465779,0.00946717953134817,1.34993398025885,0.0900734757129749,0.105678992703384,0.00625636980940659,0.105678992703384,0.105678992703384,50,50,100,0,1,0,1,1,1,0,0,1
924,0,-0.00559081961708381,0.0158347668011995,0.0214255864182833,0.0102776444376312,2.08467869737101,0.0198492924788938,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,-0.0111373368846817,0.0151199674443563,0.0262573043290379,0.00977731136209509,2.68553422885077,0.0042526787666991,0.0198492924788938,0.0033753398521289,0.00850535753339821,0.0198492924788938,50,50,100,1,1,1,1,1,1,0,0,1
925,0,0.00502314678918536,0.00801585395795366,0.00299270716876831,0.0118243010293686,0.253098019183981,0.4003613166305,0.28,0.46,0.18,0.0965608616365865,1.8641092980036,0.0311531785390504,0.0130120739550229,0.0159717008456092,0.00295962689058631,0.00942509169304271,0.314015713265793,0.377088286150391,0.754176572300783,0.0934595356171514,0.754176572300783,0.754176572300783,50,50,100,0,0,0,1,1,1,0,0,0
926,0,-0.00582977893315705,0.00817080000752506,0.0140005789406821,0.0127388162497038,1.09904866089953,0.137219768229754,0.22,0.32,0.1,0.0887918915216925,1.12622896399914,0.13003430835418,-0.000499591802152837,0.0145997004335329,0.0150992922356858,0.00943423725593281,1.60047832443375,0.0563557136221249,0.26006861670836,0.26006861670836,0.169067140866375,0.26006861670836,50,50,100,0,0,0,1,1,1,0,0,0
927,0,-0.0107626918772784,0.00982262077502008,0.0205853126522985,0.0114614127832514,1.79605368392104,0.0377837055194082,0.22,0.48,0.26,0.0953939201416946,2.72554057547699,0.00320981427071687,-0.00308995481541099,0.0179199838850694,0.0210099387004804,0.00968033346647145,2.17037344563076,0.016197298575171,0.0377837055194083,0.00962944281215062,0.0323945971503421,0.0377837055194083,50,50,100,0,1,0,1,1,1,0,0,1
928,0,0.00135415448839692,0.00932310324512235,0.00796894875672543,0.012888244808227,0.618311405106038,0.268902247118439,0.24,0.46,0.22,0.0953939201416946,2.30622664078822,0.0105489858623892,0.00425266985560208,-0.000329775130533952,-0.00458244498613603,0.0103981216939326,-0.440699303299165,0.669799341060082,0.537804494236879,0.0316469575871675,0.669799341060083,0.669799341060083,50,50,100,0,0,0,1,1,1,0,0,0
929,0,-0.00588235446909195,0.00790084455658072,0.0137831990256727,0.0127760481767545,1.07883117181341,0.141655584465954,0.28,0.48,0.2,0.0970772887960928,2.06021410857582,0.019689038367209,0.000204419047501246,0.0152400428398808,0.0150356237923796,0.00932359323209278,1.61264261729324,0.0550190051354049,0.141655584465954,0.0590671151016272,0.11003801027081,0.141655584465954,50,50,100,0,0,0,1,1,1,0,0,0
930,0,-0.00150123278193831,0.00493337959844485,0.00643461238038316,0.0115608305334793,0.556587380270737,0.289539083620176,0.26,0.32,0.06,0.0907524104363074,0.66113946408189,0.254261439415244,0.0113638268029746,0.0219085483134032,0.0105447215104285,0.00993574628392537,1.06129134230092,0.145583001702278,0.508522878830488,0.508522878830488,0.436749005106834,0.508522878830488,50,50,100,0,0,0,1,1,1,0,0,0
931,0,-0.011884766600629,0.0105396525433625,0.0224244191439915,0.0126902068733669,1.7670649003409,0.0401652215329877,0.16,0.36,0.2,0.0877268487978452,2.27980376293777,0.0113096648691653,-0.00146015765654552,0.00360472537019039,0.00506488302673591,0.0104351157896133,0.485369125638002,0.314248927344976,0.0803304430659756,0.0339289946074959,0.314248927344977,0.314248927344977,50,50,100,0,0,0,1,1,1,0,0,0
932,0,0.00912454620835672,0.00790656237314179,-0.00121798383521492,0.0124003039992496,-0.0982220948203067,0.539021721178482,0.14,0.44,0.3,0.0907524104363074,3.30569732040945,0.000473701849619479,-0.00727156635483212,0.0148950684039707,0.0221666347588028,0.00868431960990068,2.55248951610802,0.00611972420266316,0.539021721178483,0.00142110554885844,0.0122394484053263,0.539021721178483,50,50,100,0,1,1,1,1,1,0,0,1
933,0,-0.0074584097431753,0.00520986751272587,0.0126682772559012,0.0117619037011423,1.07706010674708,0.142048811553894,0.26,0.32,0.06,0.0907524104363074,0.66113946408189,0.254261439415244,-0.0052682280038808,0.0228710451371314,0.0281392731410122,0.00946171665267008,2.97401350875069,0.00185013625192987,0.284097623107788,0.284097623107788,0.00555040875578961,0.284097623107788,50,50,100,0,0,1,1,1,1,0,0,1
934,0,0.00322998429400283,-0.00409372082861448,-0.00732370512261731,0.0109748462224805,-0.667317334033863,0.746931114564419,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,-0.00783166817701122,0.00294957959116901,0.0107812477681802,0.0102421130926702,1.05263900824292,0.147547515151055,0.74693111456442,0.0132431414292279,0.295095030302109,0.74693111456442,50,50,100,0,1,0,1,1,1,0,0,1
935,0,0.00543517077431922,0.00300863311760919,-0.00242653765671003,0.00988955425294321,-0.245363703423526,0.59665603934183,0.18,0.44,0.26,0.0924986486387774,2.81085187541867,0.00247052637450829,0.00186699117396664,0.0195050619846402,0.0176380708106735,0.0084520997769743,2.08682709339568,0.0197497101168047,0.596656039341831,0.00741157912352487,0.0394994202336095,0.596656039341831,50,50,100,0,1,0,1,1,1,0,0,1
936,0,0.0152569644560019,0.00540455919856834,-0.00985240525743358,0.0113906044754121,-0.864958947411534,0.805413148667087,0.3,0.38,0.08,0.0947417542586161,0.844400661841498,0.199222776330842,0.00536250666986282,0.0108431595819758,0.00548065291211297,0.0105116291068001,0.521389487436106,0.301635882310084,0.805413148667088,0.597668328992526,0.60327176462017,0.805413148667088,50,50,100,0,0,0,1,1,1,0,0,0
937,0,-0.000353593814641789,0.0129843519238467,0.0133379457384885,0.011167774015287,1.19432446611391,0.117616901625188,0.2,0.54,0.34,0.0965608616365865,3.52109534067347,0.000214884032202822,-0.00232707918775087,0.0208463635829924,0.0231734427707432,0.0093834978224264,2.46959536936846,0.00762788033969197,0.117616901625188,0.000644652096608467,0.015255760679384,0.117616901625188,50,50,100,0,1,1,1,1,1,0,0,1
938,0,-0.00719556330814672,0.00469628988476532,0.011891853192912,0.0120190386716753,0.989417999039887,0.162447649286391,0.16,0.34,0.18,0.0866025403784439,2.07846096908265,0.0188334611143144,-0.00511455970733935,-0.000195475832872768,0.00491908387446659,0.00940931438474974,0.522788767950963,0.301150597582805,0.324895298572782,0.0565003833429432,0.324895298572782,0.324895298572782,50,50,100,0,0,0,1,1,1,0,0,0
939,0,0.0125101174285513,0.00794384130187375,-0.00456627612667759,0.0128105377588589,-0.356446873084611,0.638863896955716,0.2,0.34,0.14,0.0887918915216925,1.5767205495988,0.0574299199234405,-0.000186141175743678,0.0178328883104926,0.0180190294862362,0.00915647226001727,1.96790084374725,0.02595279495695,0.638863896955717,0.114859839846881,0.0778583848708501,0.638863896955717,50,50,100,0,0,0,1,1,1,0,0,0
940,0,-0.00377029484830774,0.00112074543734434,0.00489104028565208,0.0119418632647244,0.409570950297173,0.341507279294214,0.24,0.4,0.16,0.0932952303175248,1.71498585142509,0.0431739104918312,0.000822015731373979,0.0119357219778994,0.0111137062465255,0.00953785751791241,1.16522040989327,0.123379079283309,0.341507279294215,0.129521731475494,0.246758158566618,0.341507279294215,50,50,100,0,0,0,1,1,1,0,0,0
941,0,0.018090535811875,0.00125738134844356,-0.0168331544634314,0.0114646037698469,-1.46827180436052,0.927383567376302,0.2,0.46,0.26,0.09404254356407,2.76470616538424,0.00284870456913311,0.00182281881676501,0.0209534411782004,0.0191306223614354,0.0102875346831596,1.85959250205511,0.0329714917367543,0.927383567376303,0.00854611370739934,0.0659429834735086,0.927383567376303,50,50,100,0,1,0,1,1,1,0,0,1
942,0,-0.00453664717461492,-0.0037813213419394,0.00075532583267552,0.011826626090445,0.0638665522101664,0.474603288100066,0.24,0.34,0.1,0.0907524104363074,1.10189910680315,0.135252768481352,-0.00737491280883877,0.0170642644191367,0.0244391772279754,0.00903819524379361,2.70398863586814,0.00403925841788955,0.474603288100066,0.270505536962705,0.0121177752536687,0.474603288100066,50,50,100,0,0,1,1,1,1,0,0,1
943,0,0.000668223154472117,0.00807246016397452,0.0074042370095024,0.0121467310067829,0.609566228590042,0.271779950389569,0.16,0.44,0.28,0.0916515138991168,3.05505046330389,0.00112511328404297,-0.0102636051833013,0.00960755059012896,0.0198711557734303,0.00906352498675229,2.19243128942381,0.0153576358986023,0.271779950389569,0.0033753398521289,0.0307152717972046,0.271779950389569,50,50,100,0,1,0,1,1,1,0,0,1
944,0,-0.00644054033906379,0.0171982837155688,0.0236388240546326,0.0121075928311042,1.9523966806932,0.026872253107888,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,-0.00185630274886244,0.00621762296047547,0.00807392570933791,0.0100671877271852,0.802004087748879,0.212245546701604,0.053744506215776,0.00156790129103801,0.212245546701605,0.212245546701605,50,50,100,0,1,0,1,1,1,0,0,1
945,0,0.00403250986499206,-0.000357192125379074,-0.00438970199037114,0.0125654468430117,-0.349347066221721,0.63621083975905,0.1,0.38,0.28,0.0854166260162505,3.27805034053593,0.000522633763679337,0.00109349859596635,0.0115224458203413,0.0104289472243749,0.0107135182477105,0.97343813518996,0.166366115235508,0.63621083975905,0.00156790129103801,0.332732230471017,0.63621083975905,50,50,100,0,1,0,1,1,1,0,0,1
946,0,-0.00325294540516963,-0.00178313515460271,0.00146981025056691,0.0114574403395821,0.128284346852687,0.449093421498179,0.16,0.38,0.22,0.0887918915216925,2.47770372079812,0.00661154485112425,-0.00553161173517933,0.005316809806049,0.0108484215412283,0.008740150081158,1.24121684873757,0.108744248468587,0.44909342149818,0.0198346345533728,0.217488496937174,0.44909342149818,50,50,100,0,1,0,1,1,1,0,0,1
947,0,-0.00525116823646529,0.0142099510144414,0.0194611192509067,0.0123830154696772,1.57159775004416,0.0596335144610957,0.26,0.36,0.1,0.0924986486387774,1.08109687516103,0.139827011644709,0.00127807311735863,0.0272125765335097,0.025934503416151,0.00867254227051453,2.9904153369566,0.0017615617604253,0.119267028922191,0.139827011644709,0.00528468528127591,0.139827011644709,50,50,100,0,0,1,1,1,1,0,0,1
948,0,0.0117589236552938,0.0153310654946956,0.00357214183940181,0.010452874754538,0.341737744236437,0.366639990238968,0.24,0.42,0.18,0.09404254356407,1.91402734526601,0.0278083309093121,-0.00330950651106614,0.00663185831416817,0.00994136482523431,0.00943523721453356,1.05364227726264,0.147318802936691,0.366639990238968,0.0834249927279364,0.294637605873382,0.366639990238968,50,50,100,0,0,0,1,1,1,0,0,0
949,0,-0.00405261840872778,0.00395895949807672,0.0080115779068045,0.0115555917436077,0.693307455348305,0.24487827356585,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,-0.00351166429810515,0.0155094860683121,0.0190211503664173,0.00936965527844273,2.03008006176922,0.0225292083336458,0.372998483613487,0.372998483613487,0.0675876250009375,0.372998483613487,50,50,100,0,0,0,1,1,1,0,0,0
950,0,-0.0113279393166938,0.012699796624145,0.0240277359408388,0.0129545135634661,1.85477716497213,0.0333172935572758,0.24,0.36,0.12,0.0916515138991168,1.30930734141595,0.0952151319127621,-0.00144163922371676,0.0139522411601275,0.0153938803838442,0.00865983623652068,1.77761795528239,0.0392843034068669,0.0999518806718274,0.0999518806718274,0.0999518806718274,0.0999518806718274,50,50,100,0,0,0,1,1,1,0,0,0
951,0,0.00643750613643385,0.00437812989895501,-0.00205937623747884,0.0108649182401268,-0.189543647910121,0.574970612311175,0.16,0.28,0.12,0.0828492607088319,1.4484136487558,0.0737506999513163,0.00174748465592377,0.00507655566010589,0.00332907100418211,0.00999224283012187,0.333165542589352,0.369860526744415,0.73972105348883,0.221252099853949,0.73972105348883,0.73972105348883,50,50,100,0,0,0,1,1,1,0,0,0
952,0,-0.000918432458656892,0.0100458435307353,0.0109642759893922,0.012737088065774,0.860814962790003,0.195720570827164,0.22,0.32,0.1,0.0887918915216925,1.12622896399914,0.13003430835418,-0.00921419765088395,0.000728125887254412,0.00994232353813836,0.00946710762364125,1.05019652605516,0.148105329746579,0.39010292506254,0.39010292506254,0.39010292506254,0.39010292506254,50,50,100,0,0,0,1,1,1,0,0,0
953,0,0.00207657190907935,0.018037794488486,0.0159612225794067,0.0119926203790558,1.33092035559482,0.0931517161080144,0.22,0.36,0.14,0.0907524104363074,1.54265874952441,0.0614567977348018,-0.00399391183535626,0.0207701595979476,0.0247640714333038,0.0100871381700796,2.45501459539424,0.0079251384141632,0.122913595469604,0.122913595469604,0.0237754152424896,0.122913595469604,50,50,100,0,0,1,1,1,1,0,0,1
954,0,0.00544441792851916,0.020296147751503,0.0148517298229839,0.0134870273070137,1.10118630925145,0.136756450995916,0.26,0.52,0.26,0.0975499871860576,2.66530019634037,0.00384598124603608,-0.00246257623211632,0.0208827661535527,0.0233453423856691,0.00928736378847047,2.51366727064686,0.00678905226594817,0.136756450995916,0.0115379437381082,0.0135781045318964,0.136756450995916,50,50,100,0,1,1,1,1,1,0,0,1
955,0,0.00651588768106088,-0.00536301331113551,-0.0118789009921964,0.0117509959883055,-1.01088460961251,0.842719472982891,0.24,0.32,0.08,0.0897997772825746,0.890870806374748,0.186499241806743,0.0124525060906095,0.00529241618580184,-0.00716008990480762,0.00927125337033847,-0.772289313947012,0.779099209542175,1,0.559497725420231,1,1,50,50,100,0,0,0,1,1,1,0,0,0
956,0,0.0126789096587308,0.00957318244381011,-0.00310572721492071,0.0107631367619252,-0.288552239334847,0.613233253014141,0.12,0.44,0.32,0.0897997772825746,3.56348322549899,0.000182983045738938,-0.00857212885173805,0.00831161835221727,0.0168837472039553,0.010412244932265,1.62152804834976,0.0540587735298294,0.613233253014141,0.000548949137216815,0.108117547059659,0.613233253014141,50,50,100,0,1,0,1,1,1,0,0,1
957,0,-0.0100706452510753,0.0168014786346842,0.0268721238857595,0.0108151328060258,2.4846781234889,0.00733091470245628,0.18,0.42,0.24,0.0916515138991168,2.61861468283191,0.0044143804764093,0.00291501511998601,0.00638302792458827,0.00346801280460227,0.00974950946116676,0.355711517427179,0.361410578828122,0.0146618294049126,0.0132431414292279,0.361410578828123,0.361410578828123,50,50,100,1,1,0,1,1,1,0,0,1
958,0,-0.0024285765230291,0.00274196546025049,0.00517054198327959,0.0107441139942099,0.481244147825129,0.315707891295345,0.14,0.34,0.2,0.0854166260162505,2.34146452895423,0.00960412554850698,-0.00938824820845712,0.00310571172184076,0.0124939599302979,0.00905351425577582,1.38001217840102,0.0853615507747891,0.315707891295345,0.028812376645521,0.170723101549578,0.315707891295345,50,50,100,0,0,0,1,1,1,0,0,0
959,0,0.00374469591253794,0.0188346968279952,0.0150900009154572,0.0124178896630245,1.21518239611914,0.113608035196388,0.18,0.4,0.22,0.0907524104363074,2.42417803496693,0.0076715407924367,-0.0105051093339502,0.0136008474206772,0.0241059567546274,0.00861898512575025,2.79684399066985,0.00310596757625703,0.113608035196388,0.0153430815848734,0.0093179027287711,0.113608035196388,50,50,100,0,1,1,1,1,1,0,0,1
